PosRwrd, NegRwrd, ChooseA, AvoidB, PickA, PickB, PickC, PickD, PickE, PickF
  0.0,   0.0,  0.75,   0.5, -.466, -.477, -.496, -.469, -.479, -.488
  0.0,   0.0, 0.625, 0.625, -.469, -.491, -.488, -.488, -0.46, -0.47
  0.0,   0.0, .5625, .4375, -.469, -.492, -.485, -.451, -.455, -.467
  0.0,   0.0, .5625,  0.75, -0.47, -.468, -.463, -.468,  -0.5, -.478
  0.0,   0.0,   0.5, 0.375, -.385, -.428, -.383, -.402, -.417, -.403
  0.0,   0.0, .4375, .4375, -.485, -.498, -.474, -.461, -.484, -.475
  0.0,   0.0,   0.5,   0.5, -.455, -.475, -.478, -.469, -.473, -0.49
  0.0,   0.0, .4375, 0.625, -.225, -.347, -.224, -.333, -.287, -.295
  0.0,   0.0, .4375, .4375, -.478, -.496, -.474, -.472, -.474, -.492
  0.0,   0.0,  0.25,  0.25, -.478, -.481, -.466, -.496, -.485, -.461
  0.0,   0.0,   0.5, .8125, -.473, -.457, -.475, -.481, -.485, -.469
  0.0,   0.0, .4375,   0.5, -.453, -.443, -.435, -.428, -.461, -.439
  0.0,   0.0,   0.5, 0.375, -.465, -.462, -.484, -.477, -.464, -.472
  0.0,   0.0, .3125, .4375, -.455, -0.47, -.482, -.458, -.454, -.494
  0.0,   0.0, .5625, 0.375, -.471, -.449, -.462, -.492, -.482, -.448
  0.0,   0.0, .4375, .4375, -.466, -.468, -0.46, -.484, -.461, -.474
  0.0,   0.0, .5625,  0.25, -.465, -.488, -.452, -.469, -.449, -.481
  0.0,   0.0, .5625, 0.625, -.466, -0.47, -.468, -.474, -0.48, -.476
  0.0,   0.0, 0.375, .5625, -.484, -.478, -.489, -.477, -.456, -.468
  0.0,   0.0, .5625, .3125, -.492, -.456, -.471, -.451, -.477, -.465
  0.0,   0.0,   0.5,   0.5, -.484, -.465, -.481, -.467, -.491, -.478
  0.0,   0.0,   0.5, .5625, -.467, -.454, -.488, -.465, -.488, -.464
  0.0,   0.0, .3125, .4375, -.456, -.489, -.478, -.471, -.484, -.478
  0.0,   0.0, 0.375, .5625, -.494, -0.48, -.478, -.473, -.463, -.451
  0.0,   0.0, .4375, .3125, -.498, -.473, -.488, -.473, -.485, -.489
  0.0,   0.0,   0.5,   0.5, -.484, -.461, -.495, -.477, -.462, -.465
  0.0,   0.0, 0.625, .8125,  -0.5, -.477, -0.45, -.484, -.454, -.465
  0.0,   0.0, .6875, .5625, -0.47, -.486, -.486, -.482, -.476, -.458
  0.0,   0.0, 0.375, .3125, -.474, -.467, -.462, -.466, -.477, -.466
  0.0,   0.0, 0.375, .6875, -.476, -.486, -.456, -.471, -0.47, -.467
  0.0,   0.0,   0.5, 0.375, -.453, -.459, -.486, -.462, -.477, -.469
  0.0,   0.0, .4375, 0.625, -.481, -.482, -.474, -.493, -.481, -.476
  0.0,   0.0, .4375, .4375, -0.47, -0.47, -.489, -.471, -.463, -.463
  0.0,   0.0, .5625, 0.625, -.495, -.464, -.469, -.478, -0.46, -.495
  0.0,   0.0, .4375, 0.625, -.488, -.479, -.459, -.495, -.485, -0.47
  0.0,   0.0,   0.5,  0.25, -.477, -.489, -.476, -.465, -.479, -.479
  0.0,   0.0, .5625, 0.625, -.489, -.464, -.467, -.463, -.502, -.445
  0.0,   0.0, .3125,   0.5, -.477, -.451, -.479, -0.48, -0.48, -0.48
