D1, D2, ChooseA, AvoidB, PickA, PickB, PickC, PickD, PickE, PickF, DontPickA, DontPickB, DontPickC, DontPickD, DontPickE, DontPickF
  1.5,   0.5,   1.0, .8125, .0121, -.341, -.246, -0.35, -.281, -.371, -.175, .1398, -.252, -0.05, -.182, -0.15
  1.5,   0.5, .5625,  0.75, -.169, -.241, .0026, -.265, -.205, -.309, -.101, .0352, -.146, -.083, -.107, -.069
  1.5,   0.5, 0.625, .6875, -0.03, -0.17, .0822, -.163, .0835, .0205, -.018, .0117, -.046, .0324, -.063, -.035
  1.5,   0.5, .6875,  0.75, .2105, -.219, -.025, -.276, .0265, -.235, -.186, .0345, -.064, -.023, -.116, -.077
  1.5,   0.5, .9375, .5625, .2236, -.093, -.143, -.295, -.215, -.145, -.111, -.072, -.118, .0933, -.155, -.063
  1.5,   0.5, .8125, .8125, .2044, -.195, .0346, -.235, -.159, -0.27, -.185, -.014, -.292, -.191, -.324, -.136
  1.5,   0.5, 0.625, .5625, -.024, -.249, -0.26, -.314, -.261, -.366, -.175, -.076, -.187, .0101, -.162, -.121
  1.5,   0.5,  0.75, .8125, .0819, -.127, -0.05, -.236, -.195, -.182, -.051, .0833, -.186, -.051, -.087, -.075
  1.5,   0.5, .8125, .6875, .2572, -.241, -.135, -.186, -.237, -.373, -.075, .0212, -.168, -.039, -0.16, -.063
  1.5,   0.5,  0.75, 0.625, -.018, -.247, -.055, -.217, -.344, -.241, -.136, .0645, -.144, -.064, -.147, .0442
  1.5,   0.5, .4375, 0.625, -.026, -.265, -.049, -.157, -.224, -.304, -.147, .1069, -.032, .1042, -.162, -.035
  1.5,   0.5, .8125, 0.375, .1449, -.164, -.155, -.271, -.157, -.211, -0.16, .0041, -.093, .0487, -.062, -.038
  1.5,   0.5, .6875, 0.625, .0531, -.214, -.123, -.207, -.081, -.282, -.091, .0186, -.233, -0.08, -.152, -0.16
  1.5,   0.5, .6875, .3125, -.111, -0.25, .0275, -.164, -0.15, -.127, -.034, -.014, -.034, -.036, -.072, -.045
  1.5,   0.5, 0.875, 0.875, .1945, -.217, -.164, -.188, -.208, -.235, -.111, .0589, -.111, -.021, -.177, -.035
  1.5,   0.5, 0.625, 0.625, .1509, -.043, .0456, -.275, -.209, -.275, -.046, .0257, -.154, -.005, -.173, -.083
  1.5,   0.5, .5625, .6875, -.093, -.146, -.054, -.049, -.052, -.134, -.058, .0252, -.015, .0611, -.086, -.063
  1.5,   0.5,  0.75, .5625, .0888, -.087, .1964, -.172, -.079, -.067, -.049, -0.02, -.074, 0.019, -.086, -.043
  1.5,   0.5, .9375, .5625, .2419, -.156, 0.057, -.213, -.171, -.201, -0.16, .1003, -.122, -.045, -.094, -.071
