D1, D2, ChooseA, AvoidB, PickA, PickB, PickC, PickD, PickE, PickF, DontPickA, DontPickB, DontPickC, DontPickD, DontPickE, DontPickF
  0.5,   0.5, .4375, .4375, .0495, -.054, -.003, -.022, .0247, .0063, -0.04, .0804, -.009, .0489, -0.02, 0.026
  0.5,   0.5, .6875,  0.75, .0541, -.062, .0551, -.028, -.004, .0263, -.073, .1284, -.037, .0881, -.011, .0124
  0.5,   0.5, .4375,   0.5, .0715, -.054, .0629, -.023, .0413, -.014, -.065, .0846, -.036, .0362, -.053, .0159
  0.5,   0.5,   0.5, .3125, .0248, -.046, .0435, -.015, .0334, -.009, -.056, .0909, -.016, .0526, -.036, .0287
  0.5,   0.5, .8125,   0.5, .1195, -.055, .0194, -0.04, .0189, -.008, -0.05, .0327, -0.03, .0261, -.042, .0388
  0.5,   0.5, .5625, .6875, .0524, -.032, .0827, -.025, .0198, -.027, -.059, .0946,  -0.0, .0735, .0012, .0455
  0.5,   0.5, .5625, .4375, .0609, -.035, .0081, -.037, -.009, -.028, -.054, .0948, -.045, .0235, -.009, .0148
  0.5,   0.5, .4375, .5625, .0377, -.026, .0371, -0.03, 0.013, -.008, -.042, .0971, -.034, .0321, -0.05, .0438
  0.5,   0.5, .5625, .6875, .0922, -.069, .0749, -.042, .0081, -.012, -.031, .0982, -.044, .0452, .0016, .0508
  0.5,   0.5, .5625, 0.625, .0759, -.062, 0.075, -.025, .0392, -.015, -.042, .1193, -.049, .0615, -.016, .0129
  0.5,   0.5, .3125, .5625, .0564, -.026, .0407, -.001, 0.004, 0.013, -.026, .0651, -.004, .0377, -.004, -.013
  0.5,   0.5,  0.75, .6875, .0813, -.022, .0167, .0006, .0133, -.003, -.047, 0.088, -.042, .0153, -.028, .0025
  0.5,   0.5, .8125, .5625, .0913, -.058, .0274, -.033, .0204, .0022, -.026, .0041, -.039, .0404, -.005, .0201
  0.5,   0.5,  0.75, .6875, .0792, -.029, .0516, -.041, 0.026, .0083, -.077, 0.073, -.045, .0626, -.014, 0.035
  0.5,   0.5, .5625, .6875, .0464, -.038, -.018, -.033, 0.016, .0001, -.043, .0588, -.017, .0423, -.021, .0045
  0.5,   0.5, 0.625, .6875, .0781, -.034, .0417, -.013, .0487, -.016, -.043, .1047, -.016, .0419, -.009, .0333
  0.5,   0.5, .6875,  0.75, .0536, -.037, .0425, -.019, .0159, .0164, -0.03, 0.069, -0.03, .0509, -.004, -.012
  0.5,   0.5, .5625,  0.75, .0899, -.041, .0725, -.028, .0058, -.006, -.041, .1057, -.053, .0398, -.055, .0443
  0.5,   0.5, 0.625,  0.75, .0687, -.063, .0802, -.053, .0127, -.025, .0003, .1286, -.033, .0235, -.032, .0262
  0.5,   0.5, .6875, 0.875, .0423, -.047, .0523, -.038, .0049, .0003, -.055, .0167, -.012, .0148, -.002, .0267
  0.5,   0.5, .5625, 0.375, .0869, -0.05, .0665, -.041, .0255, -.025, -.066, .0409, -0.02, 0.051, -.019, .0624
  0.5,   0.5, .5625, 0.625, .0752, -.034, .0165, -.033, .0341, -.004, -.017, 0.045, -.042, .0417, -.042, .0174
  0.5,   0.5, 0.625,  0.75, 0.094, -.057, .0265, -.029, .0237, .0013, -.073, .0704, -.044, .0336, -.012, .0342
  0.5,   0.5, 0.375, .5625, .0169, -0.03, .0504, -.018, .0036, -0.03, -.026, .0371, -.004, .0377, .0004, .0168
  0.5,   0.5, 0.625, 0.625, .0235, -.043, .0636, -.025, .0412, -.022, -0.07, .0704, -.013, .0359, -.034, .0042
  0.5,   0.5, .6875,  0.75, .0442, -.026, 0.019, -.022, .0288, -.004, -.021, .0253, -.013, .0216, .0047, .0302
  0.5,   0.5, .5625, .5625, .0255, -.022, .0129, -.018, .0088, -.005, -.031, .0249, -.035, .0295, -.013, 0.009
  0.5,   0.5, .6875,  0.75, .0847, -.042, .0653, -.026, .0133, -.017, -.043, .0436, -.034, .0485, -.022, .0423
  0.5,   0.5, .6875, .4375, .0451, -.042, .0119, -.033, .0425, -.026, -.047, .0977, -.031, .0503, -.017, .0666
  0.5,   0.5,   0.5, .6875,  0.03, -.022, .0172, -.022, .0215, -.013, -.022, .0634, -.031, .0427, -.004, -.013
  0.5,   0.5,  0.75, .6875, .0306, -.035, .0509, -.022, .0048, -.013, -.018, .0136, -.009, .0303, -.035, .0083
  0.5,   0.5, 0.625,  0.75, .0496, -.046, .0151, .0014, .0078, 0.005, -.057, .0658, -.054, .0512, -.009, .0342
  0.5,   0.5, 0.375, 0.625, .0238, -.021, .0368, .0086, .0169, -.017, -0.03, 0.059, -.034, .0363, .0002, .0254
  0.5,   0.5,   0.5, 0.625, .1273, -.029, .0508, -.039, .0163, -.034, -.055, 0.072, -.042, .0983, -.015, .0085
  0.5,   0.5,   0.5, .6875, .1029, -.038, .0443, -.035, -.001, -.008, -.051, .1066, -.063, .0252, -.026, .0101
  0.5,   0.5, 0.625,  0.75, .0822, -.051, .0892, -.016, .0385, -0.03, -0.07, .1291, -.057, .0396, -.032, .0535
  0.5,   0.5, 0.625, 0.625, .0582, .0042, .0551, -.022, .0247, -.006, -.033, .0296, -.051, .0068, -.025, .0301
  0.5,   0.5, .8125, 0.875, .0645, -.043, 0.071, .0086, .0316, -.036, -0.03, .0624, -.022, .0635, -.001, 0.029
  0.5,   0.5,   0.5,   0.5, .1026, -.041, .0807, -.066, -.008, -.043, -.061, .1092, -.052, .0252, -.025, -.008
  0.5,   0.5,  0.75, 0.625, .0863, -.029, .0386, -.029, .0447, .0171, -0.05, .1076, -.044, .0592, -.036, .0231
  0.5,   0.5,   0.5, .5625, .0824, -.028, .0344, -.034, .0292, -.007, -.061, .1052, -0.03, .0605, -.029, .0221
  0.5,   0.5, 0.625, .4375, .0719, -.034, -.013, -.021, .0019, .0009, -.008, .0318, -.022, .0124, -.009, -.004
  0.5,   0.5,   0.5, 0.625, .0496, -.021, .0174, -.022, .0164, -.005, -.017, 0.013, -.039, 0.025, -.009, .0042
  0.5,   0.5, 0.625,   0.5, .1242, -.037, .0209, -.051, .0046, -.013, -.071, .0275, -.049, .0704, -.004, .0317
  0.5,   0.5,   0.5,  0.75, .1015, -.045, .0244, -.039, .0064, -.044, -.035, .0993, -.065, .0795, -.037, .0576
  0.5,   0.5, 0.625,   0.5, .0731, -.046,  0.05, -.045, -.026, -.001, -.021, .1236, -.028, 0.034, -.041, -.008
  0.5,   0.5, .6875, 0.625, .1079, -.049, .0914, -.032, .0049, -.013, -.051, .0827, -.014, .0893, -.009, .0481
  0.5,   0.5, 0.625, .5625, 0.058, -.053, .0181, -.078, .0254, .0182, -0.06, .0787, -0.06, .0776, -.018, .0103
  0.5,   0.5, .8125, 0.875, .0909, -.064, .0974, -.044, .0054, -.023, -.067, .0612, -.016, 0.064, -.053, .0357
  0.5,   0.5, .6875, .8125, .0769, -.065, .0363, -.012, .0074, -.052, -.044, 0.127, -.057, .0338, -.042, .0233
  0.5,   0.5,  0.75,  0.75, .0377, -.054, 0.016, -.046, .0487, .0032, -.017, .0587, -.022, .0338, -.004, .0173
  0.5,   0.5, .5625, .6875, .0295, -.018, 0.029, -.013, .0037, -.039, -.026, .0297, -.018, .0176, -.005, 0.022
  0.5,   0.5, .4375, 0.875, .0734, -0.05, .0609, -.065, 0.092, -0.01, -.057, .1046, -.009, .0946, -.015, .0169
  0.5,   0.5,   0.5, .5625, .0662, -.073, .0581, -.024, .0491, -.038, -.028, 0.054, -.034, 0.042, -.025, .0325
  0.5,   0.5, 0.625, .4375, .0846, -.071, .0753, -.032, .0408, -.033, -.075, .0738, -.069, .0246, -.032, .0475
  0.5,   0.5, .4375, .4375, .0504, -.028, -.005, -0.03, 0.042, -.043, -.055, .0252, -.022, .0367, -.018, -.002
  0.5,   0.5, 0.375, .4375, .0466, -.033, 0.053, -.038, .0239, -.004, -.047, .0856, -.021, .0458, -.042, .0459
  0.5,   0.5, 0.875, 0.625, 0.092, -0.02, .0472, -.052, .0547, -.034, -.034, .1031, -.033, .0492, -.006, .0023
  0.5,   0.5, .6875,   0.5, .0959, -.074, .0416, -.032, .0464, -0.06, -.062, .0973, -.046, .0238, -.055, .0274
  0.5,   0.5, 0.375, .6875, .0364, -.034, .0643, -.051, .0122, -.016, -.058, .0752, -.042, .0411, -.008, .0118
  0.5,   0.5,  0.75, 0.625, .0336, -.058, .0651, -0.05, .0319, -.003, -.066, 0.127, -.048, .0153, -.017, .0371
  0.5,   0.5, 0.875, 0.625, .0692, -.005, .0493,   0.0, .0049, -.025, -.059, .0696, -.033, .0478, .0087, .0329
  0.5,   0.5, .6875, .6875, .0484, -0.03, .0585, -.022, -.004, -.037, -.035, .0419, -.026, .0299, -.017, .0418
  0.5,   0.5, .5625,  0.75, .1073, -.042, 0.005, -.046, .0394, -.008, -.034, .0654, -.048, 0.056, -.025, .0586
  0.5,   0.5, 0.625, .5625, .0824, -.046, .0791, -.063, .0145, -.013, -.051, .0169, -.053, .0336, -.017, .0464
  0.5,   0.5,  0.75, 0.625, .0589, -.042, .0742, -.033, .0241, -.021, -.065, .1025, -.038, .0278, .0063, .0454
  0.5,   0.5, .6875,   0.5, .0901, -.029, .0664, -.077, .0379, -.008, -.067, .0683, -.041, .0155, -.003, .0665
  0.5,   0.5, .6875, 0.625, .0519, -.042, .0627, -.008, .0206, -.038, -.059, .0844, -.034, .0762, .0037, .0875
  0.5,   0.5, .8125, .4375, .1237, -.025, .0401, -.025, 0.024, -.009, -.039, .0554, -.016, .0871, -.015, .0001
  0.5,   0.5,  0.75,  0.75, .0664, -.054, .0746, -.022, .0187, -0.05, -.049, .0686, -.042, .0295, -.011, .0312
  0.5,   0.5, .6875, 0.625, .1257, -.031, .0475, -.055, .0338, .0163, -.025, .0554, -.054, .0945, -0.03, -.002
  0.5,   0.5, .5625, 0.625, .0218, -.033, .0469, -.001, .0363, -0.03, -.054, .0628, -.014, .0744, -.039, .0585
  0.5,   0.5, 0.375,   0.5, .0456, -0.03, .0128,  -0.0, .0166, -.013, -.043, .0324, -.013, .0337, -.038,  -0.0
  0.5,   0.5, .8125, .6875, .1243, -0.03, .0444, -.053, .0443, -.017, -.051, .1294, -.044, .0517, -.038, .0317
  0.5,   0.5, 0.375, 0.625, .0412, -.035, .0049, -.013, .0041, .0041, -.018, .0174, -.022, .0043, -.017, .0169
  0.5,   0.5, 0.375, .5625, .0302, .0045, .0083, -.009, -.009, -.004, -.009,   0.0,   0.0, .0086, -.004, .0089
  0.5,   0.5, 0.625, 0.375, .0487, -.017, .0545, -.025, 0.033, -.013, -0.03, .0613, -.034, .0464, -.037, .0233
  0.5,   0.5, .8125,  0.75, .0819, -0.05, 0.051, -.048, .0326, -.008, -0.05, 0.077, -.033, .0432, -.005, .0104
  0.5,   0.5, .8125, .8125, .0756, -.083, .0513, -0.04, .0104, -.026, -.073, .0614, -.023, .0428, -0.02, .0144
  0.5,   0.5,   0.5, .8125, .0682, -.052, .0517, -.034, .0529, -.003, -.055, .0992, -.036, .0494, -.028, .0363
  0.5,   0.5, 0.375, .5625, .0924, -.058, 0.036, -.046, .0141, -.031, -0.07, .0909, -.058, .0714, -.027, .0103
  0.5,   0.5, 0.625, .8125, .0545, -.035, .0348, -.042,  -0.0, -.026, -.054, .0502, -.032, .0207, -.004, .0403
  0.5,   0.5,  0.75, .5625, .0865, -0.06, .0393, -.041, 0.039, -.003, -.068, .0495, -.053,  -0.0, -.016, .0374
  0.5,   0.5,  0.75, 0.625, .0318, -.041, .0648, -.046, .0047, .0108, -.037, .0638, -0.02, .0506, .0408, .0197
  0.5,   0.5, 0.625, .5625, .0513, -.013, .0215,  -0.0, .0216, -.004, -.031, .0514, -.022, .0083, -.022, .0297
  0.5,   0.5, .5625,   0.5, .0493, -.053, 0.053, -.038, .0047,  -0.0, -.031, .0242, -.009, .0087, -.012,  -0.0
  0.5,   0.5, .6875, 0.625, 0.022, -.009, -.013, -.013,  -0.0, -.022, -.004, .0178, -.013, .0221, .0045, -.009
  0.5,   0.5, .3125, 0.625, .0696, -.076,  0.09, -.033, .0602, .0041, -.034, .0331, -.052, .0513, -.018, .0434
  0.5,   0.5, .6875, .6875, .1007, -.054, .0278, -.035, .0429, -.029, -.034, .0588, -.037, .0254, -.018, .0431
  0.5,   0.5, .5625, 0.625, .1173, -.034, 0.039, -0.02, .0299, -.013, -.009, .0667, -.009, 0.054, -.027, -.021
  0.5,   0.5,   0.5,   0.5, .0412, -.031, .0207, -.009, -.039, -.012, -.043, .0678, -.038, .0254, -0.03, .0449
  0.5,   0.5, .5625, 0.625, .0384, -0.03, .0134, -.038, .0431, -.018, -.025, .0673, -.043, .0637, -.021, .0555
  0.5,   0.5, .4375,   0.5, .0814, -.037, .0529, -.033, .0438, -.007, -.059, .1032, -.054, .0418,  -0.0, -.023
  0.5,   0.5, 0.625, .5625, .0737, -.016,  0.07, -.065, -.013, -.018, -.038, .0416, -0.03, .0296, -.009, .0265
  0.5,   0.5,   0.5, .5625, .0346, .0003, .0131, -.022, -.009, -.018, .0045, .0375, -.017, .0001, -.017, .0004
  0.5,   0.5, .6875,  0.75, .0729, -.062, .0654, -.017, -0.04, -.028, -0.05, .1273, -.027, .0208, -.055, .0341
  0.5,   0.5, .4375,   0.5, .0417, -.045, .0586, -.021, .0133, .0079, -.038, .0288, -.034, .0276, .0006, -.008
  0.5,   0.5, 0.625, 0.875, .1021, -.056, .0361, -.046, .0213, -.007, -.061, .1172, -.034, .0249, -.041, .0191
  0.5,   0.5, 0.625,  0.75, 0.061, -.054, .0333, -.039, 0.067, -.044, -.037, 0.111, -.042, .0886,  -0.0, 0.015
  0.5,   0.5,   0.5, 0.625, .0833, -.025, .0659, -.026, .0074, -.028, -0.03, .0639, -.054, .0118, -.009, -.004
  0.5,   0.5, 0.375, 0.625, 0.087, -.025, .0547, -.045, 0.028, .0172, -.055, .0562, -.032, .0191, -.035, .0159
  0.5,   0.5,   0.5, 0.625, .0588, -.051, .0684, -.047, .0258, -.004, -.049, .0698, -.018, .0482, -.017, -.017
  0.5,   0.5, .5625,   0.5, .0807, -.032, .0716, -.021, .0098, .0092, -.041, .0996, -.049, .0728, -.015, .0367
  0.5,   0.5, .8125, .5625, 0.058, -.075, .0803, -0.05, .0039, .0081, -.059, .0859, -0.02, .0365, -.031, 0.038
  0.5,   0.5,  0.75, .8125, .0766, -.082, .0526, -.025, .0392, -.034, -.054, .1045, -.059, .0259, -.025, .0297
  0.5,   0.5, .5625,   0.5, .0358, -0.05, .0579, -0.05, .0353, -.005, -.046, 0.049, -.016, .0548, -.034, .0229
  0.5,   0.5,   0.5, 0.375, .0838, -.054, .0778, -.026, .0162, -.038, -.041, .0577, -.047, .0346, .0172, .0275
  0.5,   0.5, 0.625, .6875, .0345, -.078, .0282, -.033, -.017, -.033, -0.06, .0834, -.029, .0312, -.027, .0003
  0.5,   0.5, .5625, .4375, .0812, -.015, .0433, -0.03, .0178, -.038, -.022, .0598, -.024, .0707, -.021, .0459
